"dai","ngay","giai_db","giai_1","giai_2","giai_31","giai_32","giai_41","giai_42","giai_43","giai_44","giai_45","giai_46","giai_47","giai_5","giai_61","giai_62","giai_63","giai_7","giai_8"
VinhLong,06/11/2015,371698,49772,25908,01884,85437,25980,97580,11150,84546,63747,60328,93414,3097,5142,1255,5991,564,37
VinhLong,30/10/2015,271098,53600,96527,28773,85647,75099,31117,24741,64398,31890,03521,33414,1273,6940,2881,2510,494,33
VinhLong,23/10/2015,442254,69500,06848,92065,26660,11251,45907,19638,56097,61540,81272,62031,1381,6153,6356,3084,261,90
VinhLong,16/10/2015,019581,47398,04304,08837,77884,30809,65234,23627,98494,08423,17939,81830,0924,4340,4763,0197,832,11
VinhLong,09/10/2015,018894,01848,18277,58534,60560,23017,73362,23508,18095,33558,76727,03676,4643,1965,8501,1617,159,74
VinhLong,02/10/2015,685486,13680,33221,78267,59270,20425,38355,32920,80527,19188,32040,66607,5032,3494,3414,9871,679,43
VinhLong,25/09/2015,309043,35239,13985,13729,78453,88997,17916,74521,05576,04517,69760,90031,3827,3553,0402,1507,411,15
VinhLong,18/09/2015,944495,72957,38458,87583,90585,88837,35395,32724,40996,27928,42697,69013,8002,2784,5636,1557,857,80
VinhLong,11/09/2015,852978,58630,61951,55536,82419,19586,60927,80061,34808,64452,98098,16656,1430,7515,1338,5662,010,78
VinhLong,04/09/2015,157112,50075,80539,75409,20460,00776,38841,69963,43988,14429,10471,96124,1163,4763,2522,6134,667,45
VinhLong,28/08/2015,172286,46296,60174,95513,59999,25938,91587,47700,95882,96384,55206,70093,2295,9703,9868,6131,823,22
VinhLong,21/08/2015,255712,70295,63667,30260,88912,07513,37179,10266,26896,40217,42181,34692,0138,7126,9655,1325,755,13
VinhLong,14/08/2015,399661,22747,72191,78563,69356,87045,80070,60978,01427,53527,82763,72372,3061,5149,7146,5185,486,33
VinhLong,07/08/2015,103500,36395,14646,45783,92208,82782,96091,85206,17184,41575,52382,31964,5479,6411,1101,8812,745,03
VinhLong,31/07/2015,267113,33374,55691,55762,31890,29479,59850,87054,97399,41803,30962,21332,3783,2764,6699,4178,475,01
VinhLong,24/07/2015,341582,54902,90631,71380,87738,83061,82118,03628,48699,98057,78710,23941,6250,0787,9001,8034,199,12
VinhLong,17/07/2015,235406,90292,75304,63356,69629,90271,87677,76731,83609,83208,19566,92317,4010,2375,4046,3350,638,12
VinhLong,10/07/2015,303258,71732,59897,54231,06128,41122,78475,19201,73054,01843,78113,19103,0911,1514,7551,6883,848,72
VinhLong,03/07/2015,135767,08572,74272,88779,48271,94886,60382,64609,03258,32776,72240,29780,5920,9464,4952,3605,060,65
VinhLong,26/06/2015,655160,59122,66545,01377,84310,73888,92132,15537,63359,68285,76144,13304,0278,8494,7755,2331,312,03
VinhLong,19/06/2015,505334,71028,10150,44300,87779,74566,80978,65629,92607,28771,55227,79436,0276,7900,6804,7985,151,82
VinhLong,12/06/2015,926663,90651,76851,04785,79483,83519,86128,03466,15617,74166,52468,12473,7690,3790,9799,5560,518,69
VinhLong,05/06/2015,907280,30690,45426,51661,37411,23774,71521,33059,86198,42021,38570,32411,4628,8589,8182,6960,249,86
VinhLong,29/05/2015,502745,22169,48797,59360,06728,89749,68635,89170,40163,56754,83123,96362,7108,6881,9619,8632,186,08
VinhLong,22/05/2015,716614,80792,96323,04683,08422,46210,21744,12816,82159,56173,87105,86361,8500,7443,0283,4676,168,21
VinhLong,15/05/2015,219095,15358,29388,09664,16304,40118,14670,88417,35845,13725,38178,81638,0959,8074,4555,2473,060,68
VinhLong,08/05/2015,606814,39441,32945,93736,16774,02839,98765,56046,71587,83283,37368,72115,2101,1829,3811,6079,097,32
VinhLong,01/05/2015,376793,58810,98591,18831,45224,62439,39956,38950,50147,15035,33192,40508,2387,1116,6590,6997,029,39
VinhLong,24/04/2015,062544,21489,64794,13506,17195,59170,26645,59956,54976,72224,38138,23989,9757,8312,2056,3961,183,68
