"name","created_date","giai_dac_biet","giai_nhat","giai_nhi","giai_ba_1","giai_ba_2","giai_tu_1","giai_tu_2","giai_tu_3","giai_tu_4","giai_tu_5","giai_tu_6","giai_tu_7","giai_nam","giai_sau_1","giai_sau_2","giai_sau_3","giai_bay","giai_tam"
NinhThuan,2007/05/25,90135,31976,28813,69633,82371,78831,42236,42378,39913,78112,31925,37375,3304,1620,1599,8967,741,38
NinhThuan,2007/05/18,65308,70469,78669,91836,50793,05197,75750,97006,63201,84495,22681,89452,9721,7450,3387,8197,612,11
NinhThuan,2007/05/04,86811,93603,82621,43496,43369,14031,23253,76807,94689,98937,29685,37563,6672,1302,6941,5111,241,92
NinhThuan,2007/04/27,93452,34111,77532,45532,03082,84492,81737,03674,74519,01845,26906,83229,3070,2603,6216,9762,391,68
NinhThuan,2007/04/20,58015,39114,36063,04841,15451,73284,97910,00573,83077,32353,17619,81934,0636,1152,7315,5731,949,76
NinhThuan,2007/04/13,19918,48059,55464,25610,23902,20673,48361,52292,12329,73367,74698,42084,1435,1331,7233,9426,946,63
NinhThuan,2007/04/06,70353,18140,02212,75576,10455,25130,52291,86403,18237,31498,54954,44250,7694,4535,1670,2454,987,33
NinhThuan,2007/03/30,44196,71620,47634,39065,63418,57173,62653,22421,26533,16081,69729,55057,9462,3236,0779,5030,064,45
NinhThuan,2007/03/23,59180,73100,23600,07803,68245,52259,28043,00668,26112,70996,40159,53230,4053,3478,9238,5771,283,73
NinhThuan,2007/03/16,81723,59170,18450,95416,26657,51319,59435,77831,05442,07315,16913,00060,3414,2818,4296,1088,563,39
NinhThuan,2007/03/09,41046,71912,07155,79384,29637,42144,24502,00469,34437,40719,67141,60340,5581,6538,3174,7628,549,34
NinhThuan,2007/03/02,59119,23737,55911,73548,34782,74879,12723,44204,17199,11037,50223,65786,7447,9659,2663,0658,331,89
NinhThuan,2007/02/23,78671,33549,26889,30083,77013,68689,15296,89699,92234,55068,81466,03024,9369,5449,5742,2811,618,27
NinhThuan,2007/02/16,26210,49846,48991,94452,09622,11390,31469,37779,98470,21654,07487,51604,4285,7029,2938,8388,928,21
NinhThuan,2007/02/09,82708,03913,15862,56204,75919,18311,02987,77384,45538,38476,60836,34217,8287,1341,1210,5166,043,71
NinhThuan,2007/01/19,82708,03913,15862,56204,75919,18311,02987,77384,45538,38476,60836,34217,8287,1341,1210,5166,043,71
NinhThuan,2007/01/12,87350,09292,23022,45605,13581,02494,26386,62149,09461,08773,67660,38669,7558,5754,2028,0013,270,24
NinhThuan,2007/01/05,29052,17617,75396,79777,19068,50984,96700,65754,37483,74139,77878,51022,9732,4387,4559,5826,598,83
NinhThuan,2006/12/29,04839,83365,29902,52309,19941,65149,32155,15825,08531,71698,37858,14447,2434,7426,4776,1923,517,22
