"dai","ngay","giai_db","giai_1","giai_2","giai_31","giai_32","giai_41","giai_42","giai_43","giai_44","giai_45","giai_46","giai_47","giai_5","giai_61","giai_62","giai_63","giai_7","giai_8"
KonTum,2016/01/31,055093,13452,10277,11219,02448,70447,30579,39340,61455,89635,37789,00123,5403,8026,4519,8096,958,74
KonTum,2016/01/24,392215,10956,10247,76603,85268,48060,30474,72327,31794,53071,08415,79871,2047,0046,1532,0196,348,46
KonTum,2016/01/17,964062,67504,79394,16509,34624,36123,70780,19643,97945,76198,52794,75357,4491,8405,7248,9828,158,49
KonTum,2016/01/10,846800,46048,25242,24413,42690,95061,79448,86927,21887,51404,30969,53827,5953,5007,5003,8965,797,43
KonTum,2016/01/03,510486,34395,09465,08331,66824,35531,63739,02244,14931,47033,30008,45503,3309,7954,0452,9451,602,41
KonTum,2015/12/27,496545,49720,40136,91524,40431,06239,47492,80330,93315,67534,92931,35586,1877,9630,5965,3837,653,55
KonTum,2015/12/20,908882,10910,97872,14320,53702,98020,05780,03689,99027,21708,64366,66249,5920,3834,4086,1489,515,60
KonTum,2015/12/13,696650,21684,85937,72309,84257,38351,87452,77376,33271,11399,20981,88886,6523,7588,7758,5855,250,62
KonTum,2015/12/06,713475,42159,68517,61111,08012,08818,53481,31848,99535,48779,40031,69548,6904,9508,2160,2995,408,91
KonTum,2015/11/29,692980,15673,18884,98884,14886,12161,45215,03449,71744,88207,85930,87121,9551,0455,8478,2570,837,84
KonTum,2015/11/22,335796,15477,71271,25987,35528,54613,78177,81714,42287,68601,14724,24203,2156,5546,5271,5359,782,79
KonTum,2015/11/15,131486,51182,34101,51278,83956,61581,43670,56409,07464,15777,85217,26547,1859,0630,0605,8702,134,93
KonTum,2015/11/08,421035,54894,28453,06263,91052,16681,47272,31291,22820,73932,82790,17343,5447,4523,2000,4156,407,67
KonTum,2015/11/01,95945,51337,40835,26959,42587,57685,94217,01419,86406,85080,44377,11669,3479,7853,6707,7025,301,84
KonTum,2015/10/25,82794,93357,48948,84562,10904,10465,04809,76465,98532,34146,17826,79452,0013,2092,7486,6570,886,25
KonTum,2015/10/18,94481,83437,09673,32694,59083,72790,52178,56312,16653,44462,20783,20651,5182,4108,0455,5129,993,73
KonTum,2015/10/11,27325,25774,45157,30365,00444,33935,84216,94563,21116,92284,69154,22029,2479,2966,2622,2991,839,77
KonTum,2015/10/04,91324,98226,97687,23853,68542,44584,59654,57967,20730,90482,36872,35292,0199,5233,3444,8179,602,80
KonTum,2015/09/27,50934,68343,59902,09048,06461,23490,21770,00443,21971,69271,51788,53755,2340,0435,5258,1595,695,74
