"dai","ngay","giai_db","giai_1","giai_2","giai_31","giai_32","giai_41","giai_42","giai_43","giai_44","giai_45","giai_46","giai_47","giai_5","giai_61","giai_62","giai_63","giai_7","giai_8"
KienGiang,2017/05/07,770105,03712,19306,67505,08864,25101,02723,16939,33142,36979,21629,24967,7176,3467,3407,6161,125,62
KienGiang,2017/04/30,296564,93496,89204,97335,95535,69893,89110,68393,25178,76570,78004,13352,7576,6345,7293,7609,928,49
KienGiang,2017/04/23,891624,87210,04140,48082,82704,12880,90092,82855,17819,88980,00037,14879,0136,6656,5901,0098,001,90
KienGiang,2017/04/16,354508,63237,41703,55243,90327,16049,53305,56780,67147,00792,22790,31932,9990,5522,8003,4481,422,58
KienGiang,2017/04/09,904404,14214,69675,87193,44691,00520,99258,88410,21233,34809,80591,33082,3980,4557,3504,0392,324,80
KienGiang,2017/04/02,595200,93758,82660,47535,16239,94018,53014,71543,56101,62918,33105,06640,8722,8720,2621,4407,891,76
KienGiang,2017/03/26,431817,85632,96949,64414,04878,39559,39403,14271,85177,12752,30761,98110,5165,0653,0933,4778,696,79
KienGiang,2017/03/19,074322,98503,07224,57260,03543,01880,20459,02981,97417,31945,73550,23691,8710,7622,7973,4504,640,83
KienGiang,2017/03/12,426015,17002,08921,78006,40546,42829,97277,89628,28696,04431,44060,41070,5284,4823,6744,2500,016,56
KienGiang,2017/02/26,182108,26143,65139,87452,70322,60495,07543,39708,12761,04112,25371,68047,4370,4319,7754,6338,579,00
KienGiang,2017/02/19,910714,50748,17756,98409,89868,75909,86400,61459,90755,31452,52931,34604,0802,4130,8680,8497,969,28
KienGiang,2017/02/12,514708,54440,40835,48992,29716,21674,66169,70783,07922,57668,67497,57090,9445,8785,1427,7505,830,68
KienGiang,2017/02/05,621999,33291,48562,02196,81416,28459,62258,98433,56864,89146,31311,91966,0731,8705,9873,3191,160,61
KienGiang,2017/01/29,063180,58474,32803,10739,97484,28496,84807,73971,54267,58366,31938,86094,2836,2444,1782,3941,609,94
KienGiang,2017/01/22,511608,25483,99690,18091,80750,37311,18048,34672,92541,07584,69320,11426,1675,2618,9545,0399,175,98
KienGiang,2017/01/15,716218,93480,64736,32975,64361,46737,24965,72409,09668,33285,93554,50788,7894,5452,7829,9175,570,63
KienGiang,2017/01/08,121123,10424,47411,78250,94791,43729,11128,44545,38913,76718,68133,94267,2635,7831,1715,1701,112,31
KienGiang,2017/01/01,817428,43879,76542,67056,06257,90348,02813,58061,04826,91373,92686,60836,7645,6276,6035,2788,779,29
KienGiang,2016/12/25,111347,20814,38041,92167,68598,05456,41193,03973,27186,87085,26618,71363,8048,3106,5904,2457,729,13
KienGiang,2016/12/18,505914,91738,48379,12383,47369,07064,37532,40053,06188,43649,58459,33924,9055,0614,8930,5292,846,77
KienGiang,2016/12/11,573369,88124,30568,20902,44105,59759,31645,12297,93752,42622,40389,20343,9691,2921,8693,0971,515,08
KienGiang,2016/12/04,655740,99835,08460,14218,41607,29269,35332,32301,85993,32264,37355,52357,4587,1433,5813,8097,701,14
KienGiang,2016/11/27,513713,90219,57860,65295,60251,54244,08266,42040,70907,13183,57972,35578,9948,5713,2981,7818,476,10
KienGiang,2016/11/20,462736,72694,04502,19792,12581,99517,72519,16043,99284,62086,38258,60909,9125,0851,0374,3931,541,99
KienGiang,2016/11/13,984191,07685,94648,83546,03779,71251,05827,01024,18690,06398,25307,58379,5076,6917,1177,3816,062,20
KienGiang,2016/11/06,738041,27250,97754,74155,70426,65469,85807,60213,51722,69548,91920,74662,6764,1085,7714,9377,060,42
KienGiang,2016/10/30,779012,71769,88856,45500,72710,41274,28733,35740,08263,27111,51036,73975,9979,9901,9649,5871,996,43
KienGiang,2016/10/23,890088,72590,96493,86330,17072,32225,58817,32268,58993,55718,00900,78860,8908,3833,8718,2279,485,71
KienGiang,2016/10/16,588621,52032,02141,63812,20049,25167,83637,83680,53438,64914,14219,61694,3943,3953,0480,1213,997,53
KienGiang,2016/10/09,644979,43853,13513,27022,12252,68224,16564,64938,62317,19377,52701,62567,3890,4826,6929,7520,393,31
KienGiang,2016/10/02,962856,91389,11057,86412,57694,90537,73247,07129,33988,69389,28708,65031,9920,5033,1707,7526,971,43
KienGiang,2016/09/25,340149,79821,37536,71213,71980,15295,00672,35534,16154,19705,87478,60554,3701,3795,9900,8605,420,22
KienGiang,2016/09/18,568129,38891,76932,17866,00031,18952,27179,39300,90069,68718,05285,80272,0820,0183,5450,1750,927,37
KienGiang,2016/09/11,337063,37109,79735,78708,48250,72482,41451,98784,23283,42972,78324,50359,3259,4089,4429,7067,768,21
KienGiang,2016/08/28,207721,42788,86423,40103,81532,38555,11458,68358,30870,22734,21398,50849,2404,3704,2859,2265,234,08
KienGiang,2016/08/21,555585,86606,58914,30372,39331,17754,43791,59022,22154,96493,41307,03564,7868,1084,7796,7169,868,23
KienGiang,2016/08/14,484378,78270,84405,81800,36095,51120,43773,08158,02138,42495,68561,02620,0282,5540,1646,8283,877,25
KienGiang,2016/08/07,997483,10930,78487,04348,89975,53140,54097,18228,84799,65660,60849,75624,8247,9491,2739,9193,191,08
KienGiang,2016/07/31,341938,87896,65342,90197,67779,71338,26801,50930,71081,05071,41205,26985,4802,7164,0530,2518,241,95
KienGiang,2016/07/24,307746,35267,12208,69663,58514,47671,24910,20596,54176,32284,09205,79219,1856,9290,9645,5258,729,03
KienGiang,2016/07/17,403080,47725,72032,08376,33016,27473,28554,28868,78274,51229,84670,59901,9713,4881,9005,1763,950,31
KienGiang,2016/07/10,490809,20244,04140,23369,06953,10068,77462,44480,09447,94502,78525,98963,9440,9039,7341,8237,808,26
KienGiang,2016/07/03,239760,65548,91891,54882,00350,28869,08285,33930,08732,21239,50284,58088,7546,2021,2841,2459,501,64
KienGiang,2016/06/26,267732,57091,92881,46588,25502,88761,67895,53145,12531,21818,09191,92138,4922,9223,6001,2528,049,94
KienGiang,2016/06/19,290972,37354,13280,04026,31169,13534,63717,71032,12357,87263,56379,77322,7408,7235,7490,2527,700,35
KienGiang,2016/06/12,778588,15363,45799,51764,46097,63936,60540,15442,37715,73953,51249,75533,5380,8366,0814,9540,124,78
KienGiang,2016/06/05,601829,73589,11937,80727,30959,77991,70101,94914,33490,43273,83628,24779,9900,6771,1653,3733,717,06
KienGiang,2016/05/29,853887,58887,55146,07565,35728,72272,28825,40671,61316,55985,78404,37058,3597,9060,3429,5927,528,04
KienGiang,2016/05/15,392400,08972,17661,58308,17346,65273,19592,48779,82774,72830,12068,80173,7442,3210,2628,0208,505,10
KienGiang,2016/05/08,124778,32179,50155,18518,39856,75335,42621,28412,43920,11439,80607,25272,8809,0836,6698,0618,959,17
KienGiang,2016/05/01,957704,47934,20099,80012,77330,63059,90801,56818,20553,67840,13417,42741,3172,3957,6858,3609,656,66
KienGiang,2016/04/24,124688,68036,87048,20229,40254,55815,92156,58513,71959,95249,38896,86539,7383,0303,3152,3155,644,23
KienGiang,2016/04/17,595147,63043,60485,30054,82971,97037,23367,50100,15858,16268,50437,88673,2940,8752,0822,5497,888,88
KienGiang,2016/04/10,522115,54388,13305,77713,80330,17132,02562,64888,01783,59238,96890,51695,6256,5389,3507,9179,980,58
KienGiang,2016/04/03,596438,03867,05789,61172,68051,41658,54237,40059,87936,40162,37182,75491,9202,4146,7449,8540,841,57
KienGiang,2016/03/27,325137,35799,99569,67848,12212,17031,09940,45826,22382,20261,91587,39742,8423,0218,7963,0315,715,89
KienGiang,2016/03/20,118805,64031,42046,87694,13398,68505,04362,85954,56886,84896,30863,01135,8303,2300,0865,5933,431,38
KienGiang,2016/03/13,617016,24141,38117,23745,93126,66580,96107,06532,08656,87899,89768,39030,0712,2892,4237,3238,075,44
KienGiang,2016/03/06,575926,14197,57682,94711,52226,94235,73127,22474,84694,01611,41003,67793,5012,0165,2964,6489,936,56
KienGiang,2016/02/28,087376,85625,70827,94706,07658,56849,81237,28790,07019,75795,81964,46803,4093,6831,0979,3747,977,46
KienGiang,2016/02/21,157583,03044,72947,26196,73867,75322,11088,09835,25042,74557,72339,87545,0855,0747,6435,7551,004,22
KienGiang,2016/02/14,955750,01346,70300,83288,56210,31928,44968,99174,33240,69143,53604,30310,8669,8665,8332,7765,014,77
KienGiang,2016/02/07,561177,75755,61210,10840,47915,89318,00485,33279,80300,33178,17644,11788,9097,8713,3405,1965,647,87
KienGiang,2016/01/31,044219,00060,25093,19857,32902,25469,05813,65391,79380,75247,34053,21468,1806,6653,4438,7647,009,00
KienGiang,2016/01/24,124604,69311,24330,76955,30429,29948,17646,55082,53132,14079,02975,88271,3204,3995,7300,8787,319,58
KienGiang,2016/01/17,749855,64697,21464,43906,57757,56673,44573,62486,69952,04293,88022,03407,5764,2922,6321,8839,496,90
KienGiang,2016/01/10,810535,05377,24158,84770,00993,95472,34455,37678,78143,22671,45798,30576,8047,4496,6066,5118,863,80
KienGiang,2016/01/03,338440,81739,87754,26414,26256,67735,78912,69787,70502,95459,24838,42770,4160,3030,3667,0087,037,51
KienGiang,2015/12/27,634732,32597,74646,34074,46888,28951,75537,95564,83592,60383,39630,36536,1723,7082,3019,1421,678,36
KienGiang,2015/12/20,044752,53315,45600,83216,22694,17556,64774,06798,45019,06439,48497,09332,5703,7531,6628,3675,489,55
KienGiang,2015/12/13,855290,41826,51136,71004,16910,25346,87424,48852,27128,51924,85216,27983,3672,3772,6101,0885,816,76
KienGiang,2015/12/06,924006,37583,65330,50333,09580,01834,72226,73753,46373,62138,66138,82207,9707,1088,8610,7438,324,04
KienGiang,2015/11/29,229362,21421,39612,29579,06055,10036,29558,99621,53140,26455,62754,41461,0158,0700,2106,6980,611,54
KienGiang,2015/11/22,451265,42402,21499,15617,18685,31312,35956,65434,68149,26516,83662,93981,4933,3484,8032,9251,773,91
KienGiang,2015/11/15,311230,74484,24666,78583,71048,73697,46582,53390,19518,16738,16137,33516,1285,4555,2899,6492,658,96
KienGiang,2015/11/08,725037,04557,76873,52434,15425,00431,76092,26855,13189,43805,43148,75033,1827,6881,6855,3811,699,74
KienGiang,2015/11/01,207446,09414,62314,58797,92132,24609,55690,93934,44257,05505,68455,67501,4993,0872,8119,5176,488,66
KienGiang,2015/10/25,166861,62127,22798,56164,85565,97101,60850,45945,63896,50371,71118,13202,3374,3499,6270,2254,731,35
KienGiang,2015/10/18,779295,92663,90790,69695,55154,86959,66973,00066,67080,37146,68354,05507,5801,7999,9491,4496,875,33
KienGiang,2015/10/11,484660,48484,47662,91599,02072,64522,90268,54422,89188,42571,97389,47839,2162,0250,3983,6330,890,26
KienGiang,2015/10/04,132983,97945,30368,35725,45302,92355,26741,08191,74633,90305,05309,84584,3957,4628,3192,8900,358,01
KienGiang,2015/09/27,831246,44733,38932,84979,39403,69694,54883,37530,95994,69999,39021,86752,6411,6819,1201,8406,729,54
KienGiang,2015/09/20,693455,13328,77990,93584,65019,78931,88170,08423,07725,72309,54127,06665,9165,5602,8751,1811,875,85
KienGiang,2015/09/13,705601,39248,53855,24297,84313,82666,65337,42364,71500,12888,05334,98358,0281,8835,7425,9066,080,55
KienGiang,2015/09/06,220745,87361,42276,99778,09640,48683,54089,08512,87838,70508,48821,99215,1109,1407,2532,3105,893,50
KienGiang,2015/08/30,245443,07126,72409,35687,67736,28461,63966,39594,42763,09749,31849,42605,0830,6331,2607,9498,055,21
KienGiang,2015/08/23,304408,99728,29588,66341,78275,81655,18913,75531,60751,45424,19045,33106,8001,9892,1201,6570,514,75
KienGiang,2015/08/16,269309,90414,88629,04397,79709,31643,87043,79942,10457,02534,10431,71495,5749,6364,9474,2973,293,93
KienGiang,2015/08/09,966293,57634,18369,29372,20349,00763,64224,30926,17583,15139,50997,37460,2025,6256,2731,6360,040,52
KienGiang,2015/08/02,386603,07745,48402,95632,78451,11426,88347,24167,26802,44835,72881,96892,3552,5135,9308,9609,813,70
KienGiang,2015/07/26,249463,20306,27593,34542,94452,09895,27025,17491,77246,83323,20137,50620,3015,4606,5745,1262,468,27
KienGiang,2015/07/19,910663,43125,40150,96878,64091,25480,47450,38793,40976,19993,08684,68931,8378,7447,0671,2482,575,29
KienGiang,2015/07/12,121259,41590,48619,68649,77146,79444,53783,34102,75275,17595,67839,73843,7400,3681,0983,0183,687,80
KienGiang,2015/07/05,044073,75575,92487,48520,74588,19256,93927,37182,34698,65464,09902,24192,9438,4981,6391,3469,010,97
KienGiang,2015/06/28,368678,61730,82822,39202,59302,20470,67367,10888,51416,30401,39900,81772,1978,8179,2202,4917,559,86
